Date,Geography,Measure Type,Unit,Value
2018-11,E01006220,count,persons,35
2018-11,E01006221,count,persons,20
2018-11,E01006222,count,persons,15
2018-11,E01006224,count,persons,5
2018-11,E01006226,count,persons,20
2018-11,E01006223,count,persons,40
2018-11,E01006225,count,persons,15
2018-11,E01006261,count,persons,15
2018-11,E01006264,count,persons,5
2018-11,E01006265,count,persons,30
2018-11,E01006296,count,persons,70
2018-11,E01006298,count,persons,60
2018-11,E01006299,count,persons,15
2018-11,E01006300,count,persons,5
2018-11,E01006301,count,persons,10
2018-11,E01006227,count,persons,15
2018-11,E01006228,count,persons,35
2018-11,E01006342,count,persons,50
2018-11,E01006344,count,persons,25
2018-11,E01006346,count,persons,35
2018-11,E01006339,count,persons,15
2018-11,E01006340,count,persons,35
2018-11,E01006343,count,persons,10
2018-11,E01006345,count,persons,5
2018-11,E01006348,count,persons,5
2018-11,E01006302,count,persons,15
2018-11,E01006303,count,persons,20
2018-11,E01006304,count,persons,25
2018-11,E01006341,count,persons,25
2018-11,E01006347,count,persons,5
